Age,Country,Subscription_Type,Watch_Time_Hours,Favorite_Genre,cluster
16,9,1,537.92,6,2
64,6,1,856.44,1,1
28,1,1,512.74,1,2
80,0,1,216.54,1,0
51,3,1,739.47,6,1
64,0,1,21.19,5,0
44,6,1,347.75,3,2
75,0,1,955.1,0,1
23,4,2,474.3,3,2
49,1,1,722.69,3,1
53,0,2,778.53,3,1
46,5,2,487.2,6,2
40,9,0,828.82,5,1
65,2,1,106.64,3,0
52,5,0,682.67,2,1
60,2,1,252.27,5,0
24,3,0,105.22,5,0
69,2,0,955.68,0,1
19,2,2,802.81,3,1
54,8,2,286.37,1,0
56,6,1,570.74,4,2
67,7,2,475.06,6,2
77,7,2,754.0,6,1
20,1,2,522.08,2,2
46,0,0,161.61,2,0
25,9,2,732.5,4,1
47,0,0,353.72,2,2
37,6,0,338.85,0,2
59,8,2,96.62,3,0
53,7,1,715.78,4,1
50,4,1,952.82,5,1
80,6,2,637.5,3,2
62,7,0,658.39,5,2
55,9,1,296.01,4,0
23,5,1,788.86,2,1
23,6,1,431.45,1,2
55,5,0,559.59,2,2
73,7,2,948.2,5,1
25,8,0,648.18,0,2
43,1,1,591.64,1,2
60,7,1,409.17,1,2
62,2,2,809.15,4,1
41,8,2,401.13,5,2
41,1,0,838.56,5,1
70,3,0,993.96,2,1
55,8,0,483.07,2,2
76,9,0,132.77,2,0
24,3,2,496.69,2,2
67,3,1,63.09,3,0
16,0,1,654.51,1,2
33,1,2,444.21,0,2
73,8,1,239.49,3,0
41,1,0,186.82,6,0
75,5,0,93.69,5,0
60,5,0,289.23,4,0
40,0,1,613.59,2,2
26,0,1,881.39,5,1
39,9,2,0.36,3,0
35,2,2,428.81,6,2
35,4,2,861.9,5,1
43,4,0,262.96,5,0
34,5,2,73.76,6,0
31,6,2,840.34,6,1
13,2,1,282.23,2,0
34,3,2,434.16,2,2
60,6,0,573.78,5,2
30,9,0,45.58,4,0
26,7,0,878.52,0,1
21,7,1,914.87,4,1
77,6,2,833.21,3,1
53,8,0,429.64,3,2
69,5,0,368.29,6,2
41,3,0,528.7,0,2
31,3,1,613.42,2,2
25,1,1,708.51,5,1
65,4,0,394.1,2,2
44,1,1,509.18,6,2
59,8,2,869.45,1,1
17,2,0,714.14,5,1
15,9,1,238.34,2,0
53,7,1,400.8,2,2
26,4,1,334.9,6,2
25,0,0,62.03,0,0
61,0,0,98.82,0,0
74,4,0,585.35,4,2
22,4,1,739.11,2,1
68,3,2,994.5,3,1
59,7,1,387.79,1,2
22,0,2,951.97,6,1
68,8,2,808.59,5,1
57,8,2,252.08,3,0
51,2,0,401.63,0,2
20,1,1,8.06,5,0
17,1,0,965.28,0,1
53,5,2,176.71,0,0
74,6,2,887.44,6,1
27,6,2,512.33,1,2
45,1,2,463.26,2,2
80,1,0,508.6,0,2
21,4,1,612.33,3,2
55,9,1,278.58,4,0
57,1,2,121.17,1,0
49,1,0,360.71,1,2
36,4,0,120.67,2,0
80,4,2,4.06,2,0
55,0,0,999.27,4,1
55,4,0,833.74,3,1
63,2,0,596.41,0,2
33,1,1,134.0,6,0
39,9,1,341.09,6,2
62,8,0,374.08,4,2
48,9,1,79.7,3,0
20,5,2,948.61,4,1
69,6,2,200.53,0,0
66,6,1,853.14,2,1
31,6,0,126.31,2,0
71,3,1,419.81,3,2
78,0,1,768.38,4,1
30,4,1,172.24,2,0
19,3,2,657.11,0,2
67,6,2,522.42,5,2
74,9,2,506.72,0,2
67,8,0,593.88,3,2
40,8,2,29.41,4,0
69,5,1,286.78,5,0
34,1,1,172.74,2,0
61,7,0,177.76,1,0
49,9,2,526.19,3,2
28,0,0,444.27,2,2
61,9,1,68.85,0,0
18,7,1,2.55,5,0
63,8,1,451.07,1,2
80,6,2,921.46,0,1
46,7,0,207.49,1,0
27,0,0,804.56,2,1
23,5,0,859.54,5,1
13,0,2,850.68,6,1
79,6,0,415.32,2,2
71,1,2,467.9,3,2
65,1,0,305.53,2,0
14,6,1,881.82,3,1
68,7,1,840.5,6,1
26,7,1,379.66,0,2
49,3,1,487.39,2,2
20,4,2,322.59,3,0
71,3,1,350.4,2,2
52,6,1,253.37,1,0
65,6,0,775.12,0,1
13,3,0,117.73,3,0
74,4,2,968.74,2,1
52,4,0,181.24,4,0
18,0,0,903.29,4,1
23,6,0,296.19,3,0
66,0,1,14.16,5,0
70,8,0,78.3,5,0
69,4,2,619.68,4,2
25,9,2,404.7,1,2
72,5,1,450.15,3,2
20,0,1,964.31,5,1
43,3,2,315.0,3,0
19,9,1,970.57,4,1
50,0,1,76.12,5,0
47,0,2,508.87,4,2
74,9,2,553.05,0,2
29,9,2,220.02,5,0
36,7,2,550.21,4,2
32,7,2,587.53,3,2
34,2,1,585.79,4,2
22,7,0,791.85,2,1
79,8,2,277.66,3,0
33,4,1,952.08,5,1
60,5,2,850.46,2,1
36,4,2,481.14,1,2
61,9,1,637.36,4,2
68,1,0,282.57,4,0
42,1,2,286.95,1,0
29,1,1,545.89,5,2
21,8,0,221.84,0,0
78,0,2,615.74,3,2
23,0,2,743.98,6,1
47,2,2,662.52,4,2
70,5,0,636.78,5,2
48,6,1,832.63,1,1
13,8,1,232.81,3,0
37,2,1,8.95,2,0
30,2,0,487.49,2,2
59,0,1,830.9,5,1
49,5,1,298.76,4,0
79,7,1,892.63,6,1
51,3,1,34.78,6,0
76,9,2,199.37,3,0
41,7,1,155.38,3,0
60,0,0,288.03,4,0
78,0,1,854.77,4,1
32,9,1,730.07,4,1
40,1,2,203.04,6,0
77,3,2,847.87,3,1
56,0,0,627.88,0,2
36,1,0,79.95,2,0
57,4,2,793.97,0,1
24,0,0,0.57,3,0
44,5,2,37.31,4,0
72,6,0,319.77,6,0
60,5,1,889.15,4,1
35,8,2,657.59,1,2
19,0,2,479.37,6,2
77,5,1,543.75,3,2
39,1,2,980.23,3,1
35,1,2,621.74,6,2
37,0,2,633.47,6,2
62,9,1,896.96,6,1
22,6,1,632.87,6,2
39,2,1,960.13,5,1
61,9,0,667.61,4,1
32,9,0,854.83,2,1
67,5,1,869.06,2,1
48,5,2,527.38,6,2
71,2,0,939.73,0,1
51,3,0,660.61,6,2
64,3,0,225.15,2,0
74,6,0,503.69,6,2
45,1,1,722.39,1,1
46,8,2,192.92,5,0
48,6,0,829.16,5,1
52,7,0,975.26,5,1
25,9,1,105.79,2,0
20,8,0,995.62,1,1
50,8,1,385.56,6,2
58,2,1,902.21,0,1
16,2,0,952.19,0,1
76,1,2,354.44,0,2
22,1,1,303.04,2,0
74,8,1,389.72,4,2
66,4,2,172.89,1,0
48,6,0,239.92,4,0
62,0,2,409.5,0,2
78,7,0,409.99,0,2
55,3,2,961.84,0,1
36,8,2,627.44,1,2
29,1,2,423.35,2,2
29,5,0,886.0,4,1
60,8,0,837.85,4,1
40,7,0,517.83,6,2
49,5,2,518.99,0,2
64,6,0,486.63,3,2
70,7,1,845.05,5,1
57,2,1,370.68,4,2
33,1,1,22.94,1,0
25,7,2,890.11,0,1
45,8,0,912.6,5,1
52,1,2,557.29,2,2
17,9,2,398.18,5,2
30,6,1,6.43,3,0
62,1,0,305.06,2,0
46,3,2,316.0,4,0
16,4,2,870.58,4,1
39,9,0,513.65,1,2
68,4,1,235.34,1,0
40,6,1,420.04,3,2
21,9,2,372.51,6,2
75,1,2,759.58,0,1
40,2,0,40.96,1,0
69,2,2,46.22,4,0
61,2,2,57.39,6,0
57,8,1,43.5,4,0
58,2,0,712.41,2,1
64,4,1,274.69,5,0
13,9,1,288.88,2,0
28,6,1,537.93,2,2
66,0,2,777.44,1,1
58,2,1,211.76,4,0
61,5,0,573.3,5,2
14,0,2,772.35,2,1
31,3,2,367.84,4,2
44,3,1,446.33,5,2
27,8,2,190.97,3,0
51,6,1,784.35,0,1
27,4,1,771.61,2,1
28,9,2,438.63,4,2
53,1,2,817.99,5,1
70,1,1,706.39,3,1
29,0,1,943.66,1,1
18,3,1,370.28,5,2
47,4,2,194.94,3,0
31,2,1,476.97,5,2
62,8,2,445.34,3,2
78,9,2,28.4,1,0
29,6,0,542.82,0,2
69,6,2,188.05,4,0
21,9,2,438.83,2,2
53,1,2,833.09,2,1
19,1,0,849.94,5,1
37,9,2,67.22,4,0
39,8,1,633.74,6,2
72,1,2,673.05,0,1
16,1,0,810.09,4,1
61,1,2,450.63,3,2
22,9,1,295.9,4,0
37,1,0,267.95,6,0
41,5,2,323.3,2,0
20,7,0,520.54,1,2
61,1,2,38.35,1,0
60,1,2,90.0,0,0
32,9,2,582.29,0,2
48,7,0,9.75,0,0
63,0,1,796.96,3,1
45,9,0,562.39,5,2
33,4,1,822.12,1,1
66,2,0,682.19,4,1
31,6,0,420.81,0,2
46,2,0,928.42,0,1
66,2,0,150.7,3,0
25,4,0,731.56,1,1
59,4,2,135.91,2,0
47,8,0,408.63,2,2
45,8,0,978.97,1,1
31,5,1,780.71,4,1
13,4,2,189.17,0,0
17,9,0,486.9,2,2
62,3,1,462.22,0,2
55,9,0,152.37,5,0
51,3,0,313.16,6,0
44,6,2,846.2,3,1
36,5,0,373.24,4,2
77,7,0,661.26,4,2
34,0,0,694.7,3,1
66,8,1,390.58,2,2
49,0,2,992.99,6,1
19,1,0,583.51,5,2
40,8,0,565.82,3,2
33,1,1,703.06,2,1
26,9,0,624.04,6,2
42,7,2,558.3,5,2
17,4,1,839.46,2,1
69,0,2,142.3,1,0
69,8,0,561.87,5,2
13,9,0,343.73,0,2
70,2,1,465.9,2,2
68,5,0,776.93,0,1
63,6,2,406.5,2,2
69,2,0,194.32,5,0
54,9,0,4.3,0,0
27,0,0,99.34,6,0
39,9,2,486.31,0,2
18,6,0,506.18,6,2
59,9,0,409.04,5,2
61,9,2,515.45,5,2
64,4,0,313.5,3,0
20,4,2,10.38,5,0
72,0,1,998.35,0,1
75,2,2,534.37,6,2
24,0,0,109.67,4,0
70,2,0,853.76,0,1
77,8,1,390.93,3,2
13,8,2,582.57,3,2
58,2,1,865.82,6,1
44,2,1,133.73,5,0
51,6,1,760.09,4,1
69,0,1,134.74,3,0
25,8,0,152.05,3,0
55,0,1,898.16,4,1
47,1,1,122.4,2,0
61,2,1,669.1,6,1
58,4,1,205.89,0,0
32,3,0,848.26,3,1
26,3,0,833.85,1,1
17,1,1,365.68,1,2
51,9,0,992.67,0,1
44,1,1,419.1,2,2
61,7,2,944.08,1,1
38,0,0,481.41,6,2
67,5,1,9.22,4,0
65,0,2,166.31,6,0
57,9,1,544.93,2,2
42,5,1,576.67,3,2
37,7,1,24.66,2,0
58,7,0,701.3,3,1
41,3,0,66.83,2,0
21,3,0,766.19,1,1
73,4,1,661.98,1,2
66,5,0,756.78,1,1
32,0,1,787.25,6,1
36,5,1,655.42,1,2
43,5,0,25.24,4,0
28,9,2,710.35,0,1
76,8,1,181.84,3,0
21,9,1,807.9,4,1
47,4,0,717.99,3,1
63,5,1,686.28,5,1
29,8,1,880.01,6,1
57,7,2,303.44,2,0
55,2,1,666.35,1,1
71,3,2,782.0,5,1
35,9,0,351.59,4,2
68,4,0,500.89,3,2
34,7,1,117.0,2,0
14,2,1,32.12,3,0
64,8,2,502.87,4,2
27,7,2,62.52,1,0
65,6,0,946.28,2,1
24,9,0,214.97,6,0
48,7,2,494.24,6,2
60,5,1,291.33,4,0
45,2,1,644.58,4,2
24,5,1,922.33,1,1
80,2,2,889.53,5,1
45,3,1,871.63,1,1
80,3,2,228.91,0,0
41,0,0,860.1,4,1
24,4,2,176.39,4,0
55,4,2,238.13,0,0
51,2,0,818.99,3,1
76,6,2,558.8,6,2
70,2,1,161.77,5,0
70,1,0,784.56,1,1
29,9,2,556.44,0,2
14,3,1,430.79,5,2
58,9,0,364.04,3,2
69,4,2,417.39,5,2
80,3,0,769.73,5,1
33,8,0,69.9,4,0
74,3,0,651.21,4,2
28,4,0,480.42,4,2
80,9,1,940.61,2,1
74,5,1,464.02,2,2
47,8,0,228.03,2,0
31,8,0,513.11,5,2
18,3,0,630.02,2,2
54,7,1,8.51,6,0
39,2,2,505.98,1,2
44,7,0,272.78,4,0
59,8,1,541.49,4,2
35,5,1,839.71,4,1
54,5,2,207.77,0,0
70,2,2,999.99,5,1
28,4,2,157.17,3,0
15,5,1,504.22,2,2
50,0,2,586.4,1,2
57,0,0,433.49,4,2
73,6,1,733.04,2,1
32,4,2,34.52,2,0
51,8,1,73.72,6,0
53,6,2,52.32,1,0
21,7,1,94.03,1,0
47,6,0,344.65,0,2
13,8,0,289.04,6,0
79,3,2,86.79,3,0
14,5,0,168.86,1,0
57,5,2,55.45,3,0
27,2,1,533.07,0,2
37,4,2,278.65,4,0
75,7,1,353.72,1,2
33,6,1,446.44,5,2
20,0,2,562.68,5,2
65,1,0,756.17,4,1
56,2,0,624.15,5,2
55,7,2,360.05,3,2
17,9,1,851.22,0,1
18,8,0,265.16,3,0
47,1,2,478.97,4,2
67,4,0,603.27,3,2
62,9,1,696.94,1,1
52,7,0,453.23,2,2
19,8,0,408.39,5,2
39,5,0,490.6,4,2
44,6,2,571.4,3,2
75,1,2,99.32,1,0
80,2,2,815.4,6,1
42,3,0,116.06,3,0
66,4,0,891.95,3,1
61,7,1,427.79,3,2
19,7,2,908.94,3,1
59,4,0,807.05,6,1
29,1,2,455.82,2,2
55,9,0,901.39,0,1
72,7,0,21.18,2,0
52,5,0,827.72,6,1
43,5,0,707.02,2,1
57,3,0,750.61,3,1
72,1,2,409.15,2,2
40,4,2,105.21,6,0
62,7,0,423.12,4,2
56,9,2,149.21,3,0
35,9,1,417.69,0,2
36,1,1,646.25,5,2
64,9,0,255.35,2,0
44,8,1,685.4,6,1
21,6,2,765.08,0,1
66,2,2,362.14,4,2
44,5,0,800.91,0,1
23,6,0,447.23,0,2
64,5,1,459.72,0,2
39,2,0,654.76,1,2
71,3,0,497.53,1,2
37,0,0,385.04,1,2
16,1,1,628.6,1,2
35,7,2,334.76,6,2
61,9,2,683.9,6,1
39,5,0,409.95,0,2
31,8,1,573.69,1,2
47,5,2,79.86,6,0
36,3,0,408.22,1,2
62,8,1,888.65,3,1
40,9,2,530.87,5,2
51,1,1,847.76,0,1
61,0,0,941.12,1,1
79,7,0,202.28,2,0
59,2,1,589.45,1,2
15,9,2,114.62,4,0
17,5,1,888.48,3,1
65,3,0,334.5,5,2
69,3,1,809.54,4,1
68,0,1,774.29,5,1
72,1,1,600.23,5,2
66,9,1,0.47,1,0
15,8,1,611.9,6,2
35,2,1,490.32,3,2
43,1,0,316.21,1,0
59,8,0,853.61,5,1
50,9,2,317.88,4,0
13,1,0,956.53,1,1
65,3,1,188.59,3,0
39,7,2,165.18,3,0
62,0,2,388.3,4,2
39,1,2,539.44,3,2
37,6,1,141.41,6,0
79,2,1,252.5,1,0
44,7,0,677.4,2,1
76,1,0,651.77,4,2
31,0,2,763.02,6,1
67,7,0,384.36,4,2
59,1,2,240.89,3,0
73,2,2,535.25,5,2
67,2,1,435.54,3,2
28,5,0,55.28,4,0
21,7,1,839.19,1,1
58,5,1,473.84,0,2
65,8,2,53.66,1,0
28,8,1,496.46,0,2
61,5,0,527.02,1,2
48,7,2,923.08,0,1
66,9,0,569.1,5,2
74,9,1,266.42,5,0
17,3,1,930.19,6,1
58,0,0,777.75,6,1
57,4,1,546.75,1,2
20,6,1,937.16,2,1
23,6,1,188.53,4,0
27,2,2,31.43,2,0
24,0,2,394.17,3,2
44,3,1,323.77,5,0
60,5,2,276.83,3,0
32,7,0,883.3,4,1
13,3,0,820.44,5,1
66,8,0,738.75,1,1
44,7,0,327.63,3,0
46,8,1,999.72,2,1
52,5,1,196.77,5,0
17,4,1,114.7,0,0
73,5,1,868.91,2,1
61,6,0,37.6,3,0
19,4,2,203.46,6,0
36,7,1,873.07,6,1
44,3,1,204.72,0,0
77,9,0,211.76,6,0
50,2,1,80.76,4,0
76,1,0,240.11,6,0
13,0,0,360.57,2,2
49,4,0,198.52,6,0
67,7,0,630.31,2,2
25,9,0,679.18,5,1
43,7,1,714.03,5,1
42,5,0,340.18,4,2
49,6,0,282.21,0,0
70,8,1,142.41,0,0
77,7,0,464.53,2,2
80,2,1,38.47,4,0
37,3,1,927.94,4,1
66,0,2,933.03,6,1
51,7,1,141.07,4,0
47,8,2,616.54,1,2
68,6,0,679.74,2,1
21,8,2,305.27,2,0
64,0,1,692.18,5,1
64,2,1,553.02,4,2
77,7,0,648.55,3,2
40,1,1,439.19,6,2
17,4,2,477.27,6,2
25,0,2,660.48,6,2
25,2,0,383.65,0,2
41,3,0,340.51,0,2
59,5,0,331.16,4,0
27,5,1,223.53,6,0
13,0,0,341.7,4,2
74,9,2,982.83,6,1
46,2,1,439.04,2,2
22,4,0,63.65,2,0
28,2,2,555.05,1,2
47,3,2,248.58,2,0
21,1,0,216.84,5,0
62,8,2,279.57,6,0
79,8,2,258.31,3,0
55,4,0,291.0,2,0
17,2,1,148.8,0,0
76,1,2,583.15,3,2
26,1,2,107.99,6,0
28,6,1,265.8,0,0
38,7,2,118.34,5,0
55,0,0,382.0,5,2
70,0,2,185.95,4,0
49,7,0,725.38,6,1
32,9,2,299.37,1,0
69,2,1,923.43,2,1
46,8,1,994.77,3,1
79,0,0,710.22,1,1
77,8,2,412.92,4,2
22,6,1,161.25,0,0
66,5,2,980.63,4,1
33,0,1,57.57,4,0
23,8,0,603.67,5,2
73,7,2,145.51,0,0
73,4,1,799.07,4,1
70,0,0,618.89,3,2
19,5,0,74.68,0,0
32,9,1,344.89,2,2
77,5,0,776.75,5,1
51,9,2,922.95,3,1
36,2,0,909.39,2,1
62,2,1,439.72,6,2
67,7,1,998.32,3,1
74,4,0,943.64,2,1
63,2,0,222.62,2,0
74,4,1,539.97,4,2
77,1,0,66.61,5,0
16,1,2,980.88,0,1
65,4,0,762.54,4,1
24,8,1,107.41,5,0
30,4,2,866.82,0,1
77,6,1,332.12,5,0
76,6,2,524.43,3,2
20,6,0,33.48,0,0
62,1,2,594.43,2,2
46,9,0,706.46,2,1
57,7,1,960.94,4,1
27,7,2,270.38,0,0
20,0,2,74.82,2,0
47,5,2,266.41,0,0
57,8,1,966.96,1,1
20,9,0,148.02,4,0
66,4,0,431.06,6,2
14,7,0,12.44,6,0
37,8,2,520.44,3,2
33,0,2,109.24,2,0
39,8,0,730.87,0,1
61,8,2,880.25,2,1
69,7,0,621.24,0,2
80,8,1,563.55,3,2
38,5,2,676.54,0,1
69,4,2,204.75,6,0
13,5,0,661.78,2,2
57,8,0,373.45,4,2
49,9,2,519.43,0,2
64,8,1,714.67,2,1
55,2,2,770.39,3,1
38,8,2,120.7,0,0
78,5,2,922.17,0,1
56,4,0,735.16,3,1
53,3,2,562.44,1,2
61,4,0,114.25,3,0
66,3,2,703.58,3,1
46,2,2,271.4,1,0
33,0,1,621.93,1,2
46,7,1,869.5,5,1
76,2,0,561.85,3,2
19,6,2,512.87,0,2
33,1,0,60.07,1,0
46,6,2,481.97,6,2
73,5,2,634.62,6,2
15,9,2,748.5,0,1
79,8,2,577.0,0,2
75,1,0,674.86,0,1
23,6,0,112.61,2,0
49,1,2,64.87,3,0
38,7,2,771.59,2,1
75,9,0,515.02,1,2
49,4,0,192.81,3,0
24,7,2,161.56,0,0
28,5,2,362.75,2,2
33,7,1,766.92,4,1
41,4,2,338.78,1,2
34,1,0,30.86,6,0
30,7,2,340.41,3,2
23,6,0,98.76,4,0
15,0,1,968.52,2,1
43,6,2,646.3,3,2
38,3,1,897.96,2,1
58,7,0,430.22,5,2
44,5,2,367.84,6,2
51,8,2,684.37,4,1
56,4,1,170.72,2,0
35,1,1,567.21,6,2
24,2,1,95.04,5,0
30,2,0,941.11,6,1
22,5,0,691.59,0,1
77,8,2,108.65,6,0
78,0,1,611.24,2,2
40,3,2,746.71,0,1
34,9,0,474.49,3,2
47,4,1,241.52,4,0
59,2,0,672.2,6,1
70,5,1,301.61,5,0
67,7,1,620.8,3,2
74,2,0,911.4,5,1
76,5,0,417.01,4,2
46,9,2,744.21,6,1
52,4,2,839.58,3,1
79,8,2,345.52,4,2
32,6,0,361.06,4,2
42,9,0,899.14,1,1
75,6,2,660.12,1,2
20,4,0,789.04,1,1
50,6,1,289.28,2,0
71,7,0,974.04,1,1
20,2,1,790.83,4,1
63,4,2,603.67,1,2
69,6,0,313.55,6,0
24,0,1,838.21,5,1
31,5,2,649.09,3,2
48,2,2,2.31,5,0
33,3,0,28.93,5,0
51,9,1,128.76,4,0
74,3,0,146.42,1,0
46,4,1,203.14,5,0
22,6,1,519.15,1,2
19,0,0,424.91,6,2
53,7,2,510.72,1,2
79,1,1,434.08,2,2
76,0,2,717.41,4,1
72,5,0,650.57,5,2
65,9,2,384.13,4,2
66,7,2,456.53,3,2
74,1,2,984.08,3,1
17,8,0,595.04,4,2
36,9,1,205.28,2,0
47,8,1,653.93,0,2
45,6,0,253.59,5,0
56,8,2,319.53,2,0
21,0,0,564.76,2,2
58,7,1,798.49,6,1
28,4,2,357.11,3,2
73,9,2,224.54,5,0
57,2,0,775.3,4,1
54,6,1,119.63,1,0
16,4,2,250.93,4,0
74,6,0,297.5,5,0
19,0,1,491.39,3,2
72,7,2,580.61,5,2
67,6,2,366.47,5,2
44,5,2,666.34,2,1
69,3,2,94.35,5,0
56,9,0,165.02,1,0
58,7,1,212.06,3,0
24,3,2,521.52,3,2
19,3,2,236.37,3,0
62,0,2,801.59,4,1
31,8,0,643.39,4,2
37,4,1,903.18,5,1
63,5,2,579.58,4,2
16,1,1,545.98,0,2
61,1,1,931.86,2,1
64,1,2,369.47,6,2
30,2,2,720.83,6,1
50,0,2,882.31,6,1
56,3,0,310.92,5,0
80,5,1,267.95,0,0
56,0,1,70.79,6,0
44,6,1,731.37,1,1
47,3,2,433.06,2,2
50,5,0,475.96,3,2
24,9,0,105.95,5,0
69,3,0,912.77,3,1
50,3,2,91.8,4,0
36,5,2,536.13,2,2
61,0,0,326.59,2,0
75,6,0,266.88,2,0
28,1,1,634.37,0,2
55,5,2,396.78,3,2
27,2,2,369.54,1,2
50,4,1,942.47,3,1
76,8,1,223.28,3,0
64,0,0,887.69,0,1
34,5,0,271.43,2,0
21,5,2,355.32,0,2
67,6,2,202.83,6,0
17,5,0,325.29,5,0
76,9,2,546.02,1,2
49,6,2,347.84,5,2
67,3,0,94.29,3,0
65,7,2,786.04,1,1
16,1,0,103.55,3,0
67,8,2,399.46,4,2
74,5,0,32.52,0,0
28,0,2,440.12,4,2
47,9,0,262.3,0,0
69,4,1,437.76,6,2
51,5,2,693.81,2,1
23,8,2,527.98,1,2
14,5,1,432.52,6,2
16,7,1,959.79,4,1
49,2,1,156.28,6,0
39,8,2,816.27,3,1
35,1,0,977.77,5,1
57,4,2,116.01,3,0
16,1,1,727.16,1,1
17,7,1,42.6,1,0
36,4,1,860.87,6,1
17,4,2,753.34,4,1
73,5,1,963.35,3,1
42,1,2,509.19,1,2
37,3,1,289.07,4,0
55,4,1,758.8,2,1
66,5,2,41.64,4,0
43,5,2,934.28,5,1
37,6,0,809.48,1,1
32,7,2,234.05,4,0
25,1,1,972.21,5,1
79,3,0,218.68,6,0
45,0,1,312.84,5,0
66,7,1,304.86,6,0
17,6,1,575.67,3,2
54,3,1,976.3,4,1
71,9,0,823.4,5,1
72,3,1,230.55,1,0
65,4,2,488.4,6,2
45,8,1,749.2,6,1
48,9,1,502.73,4,2
53,7,0,893.42,5,1
68,2,0,286.65,4,0
55,2,0,309.81,4,0
45,4,1,455.2,3,2
80,9,1,631.3,3,2
26,8,0,390.38,1,2
73,1,0,274.19,2,0
25,9,0,70.22,4,0
33,1,1,930.31,4,1
63,8,0,693.24,5,1
55,3,2,393.71,3,2
67,1,0,124.69,4,0
37,0,0,784.26,0,1
27,6,2,556.75,5,2
59,4,0,339.23,2,2
33,5,2,948.46,1,1
53,8,1,527.37,1,2
26,9,0,463.88,3,2
78,3,0,448.84,2,2
35,1,0,540.83,3,2
27,3,1,482.72,0,2
46,7,0,48.63,0,0
30,9,2,665.7,0,1
34,6,2,660.5,6,2
21,5,0,5.78,1,0
41,3,1,354.64,4,2
78,4,1,88.21,1,0
21,0,0,315.38,0,0
19,3,2,950.07,4,1
44,5,2,140.33,1,0
51,7,2,609.43,2,2
71,5,2,716.2,2,1
76,9,0,175.6,2,0
76,8,1,974.02,2,1
35,8,0,61.05,2,0
43,5,2,781.17,2,1
46,9,2,414.6,2,2
53,3,0,198.05,0,0
50,5,0,353.92,4,2
67,0,2,961.93,0,1
18,6,2,440.32,5,2
45,7,1,815.2,4,1
38,0,2,473.05,5,2
40,7,0,932.87,3,1
35,5,1,656.97,2,2
61,6,2,960.16,3,1
15,5,2,698.75,4,1
24,1,2,72.36,3,0
77,1,2,935.77,0,1
29,7,2,970.82,1,1
48,2,2,27.14,0,0
68,4,2,675.85,0,1
79,6,2,193.33,2,0
39,2,2,916.2,5,1
71,1,1,365.78,6,2
73,2,1,501.4,4,2
39,5,2,706.65,1,1
62,9,1,161.6,1,0
75,1,1,26.19,0,0
30,0,2,550.09,2,2
72,2,2,180.69,0,0
71,3,2,283.63,6,0
56,1,1,117.79,5,0
55,4,2,49.38,5,0
76,4,2,810.93,1,1
48,0,1,688.56,2,1
36,5,1,457.04,6,2
78,5,0,468.41,5,2
23,6,1,24.12,1,0
29,1,1,853.29,2,1
57,7,0,122.42,4,0
80,3,2,714.72,3,1
80,3,1,690.09,2,1
55,0,1,957.84,0,1
63,0,1,522.04,2,2
49,4,1,441.47,3,2
60,6,1,817.02,6,1
69,3,0,416.47,3,2
70,4,2,879.49,4,1
29,4,0,928.56,1,1
46,0,0,539.6,5,2
55,1,1,542.39,3,2
30,3,1,624.7,5,2
39,9,0,499.93,6,2
23,5,0,686.1,4,1
69,2,2,395.71,2,2
35,2,0,815.25,3,1
20,8,0,457.98,2,2
39,2,0,529.6,0,2
39,4,1,623.97,6,2
50,9,1,417.16,1,2
27,3,0,770.99,5,1
61,0,2,113.39,1,0
28,8,1,231.04,2,0
39,9,1,741.99,3,1
52,8,0,45.9,4,0
50,8,0,723.63,0,1
27,9,0,320.13,3,0
64,9,1,340.92,2,2
73,5,0,381.84,3,2
31,3,2,385.38,4,2
44,5,1,959.63,4,1
17,3,0,265.55,1,0
80,0,1,243.56,4,0
28,9,1,217.5,0,0
36,1,1,542.94,4,2
24,6,1,598.68,5,2
14,1,1,212.77,6,0
64,1,0,379.19,5,2
54,0,2,665.76,1,1
16,7,1,885.63,0,1
19,8,1,612.76,2,2
29,5,2,589.37,2,2
52,6,1,251.93,0,0
47,4,1,533.86,0,2
78,8,1,718.67,1,1
42,0,2,879.96,2,1
13,7,0,873.31,0,1
54,1,0,836.77,2,1
75,0,0,941.03,6,1
57,1,1,904.92,2,1
27,3,0,672.75,5,1
76,6,1,897.46,1,1
21,6,2,604.85,4,2
76,9,1,108.75,1,0
47,8,1,996.97,2,1
32,7,1,559.59,4,2
35,4,2,899.79,6,1
23,8,1,199.82,5,0
45,3,1,650.6,0,2
26,6,0,194.27,5,0
73,7,1,595.04,1,2
15,7,0,527.98,1,2
33,6,2,650.72,5,2
28,6,1,904.55,2,1
40,5,1,83.61,1,0
29,9,0,676.89,3,1
23,5,0,438.04,5,2
69,8,0,348.62,4,2
45,9,2,397.7,6,2
55,2,0,323.48,6,0
34,2,2,178.45,3,0
69,3,1,467.76,0,2
59,4,1,466.69,0,2
35,5,2,721.74,5,1
49,7,0,601.76,5,2
42,0,2,680.43,0,1
74,0,0,515.45,3,2
55,2,2,152.92,3,0
30,3,1,352.16,4,2
60,3,0,938.34,6,1
77,6,2,572.04,4,2
18,4,2,836.98,4,1
46,3,2,217.32,5,0
74,5,2,502.93,3,2
37,3,2,945.27,6,1
28,5,2,253.25,3,0
23,9,0,830.29,3,1
66,4,2,245.69,4,0
17,9,2,261.6,0,0
75,1,2,186.67,3,0
